company,year,text,label,score,score_diff,all_labels,all_scores,text_short
BMWGroup,2023,CO2e-reduzierender,konkrete Maßnahme,0.8349893689155579,0.7193342745304108,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.8349893689155579, 0.1156550943851471, 0.049355536699295044]",CO2e-reduzierender
BMWGroup,2023,"CO2-Emissionen EU-Neuwagenflotte (in g/km)5, 6, 7 ... 127,0 ... 102,1 – 2,8",konkrete Maßnahme,0.6975967884063721,0.5334331393241882,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.6975967884063721, 0.16416364908218384, 0.13823965191841125]","CO2-Emissionen EU-Neuwagenflotte (in g/km)5, 6, 7 ... 127,0 ... 102,1 – 2,8"
BMWGroup,2023,"Anteil vollelektrischer Automobile an den Auslieferungen (in %) ... 14,7 63,3",unsicher,0.4788160026073456,0.13795575499534607,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.4788160026073456, 0.3408602476119995, 0.1803237497806549]","Anteil vollelektrischer Automobile an den Auslieferungen (in %) ... 14,7 63,3"
BMWGroup,2023,Den Flottenziel-Grenzwert der EU für CO2-Emissionen haben wir mit unserer Fahrzeugflotte erneut deutlich unterschritten.,vage Behauptung,0.6757850050926208,0.41859617829322815,"['vage Behauptung', 'konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage']","[0.6757850050926208, 0.2571888267993927, 0.06702622026205063]",Den Flottenziel-Grenzwert der EU für CO2-Emissionen haben wir mit unserer Fahrzeugflotte erneut deutlich unterschritten.
BMWGroup,2023,"""die Strategie zur konsequenten Umsetzung der automobilen Transformation in den Bereichen Elektrifizierung, Digitalisierung und Nachhaltigkeit dargelegt und dabei die Kreislaufwirtschaft als zentrales Element der nachhaltigen Unternehmensausrichtung hervorgehoben.""",konkrete Maßnahme,0.9996866583824158,0.9994244594709016,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9996866583824158, 0.0002621989115141332, 5.122823495185003e-05]","""die Strategie zur konsequenten Umsetzung der automobilen Transformation in den Bereichen Elektrifizierung, Digitalisierung und Nachhaltigkeit dargele"
BMWGroup,2023,"""die ambitionierten CO2-Ziele der BMW Group bis zum Jahr 2030""",konkrete Maßnahme,0.9967023134231567,0.9947931987699121,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.9967023134231567, 0.0019091146532446146, 0.0013885779771953821]","""die ambitionierten CO2-Ziele der BMW Group bis zum Jahr 2030"""
BMWGroup,2023,"""Umstellung auf erneuerbare Energieträger an den bestehenden Produktionsstandorten bis 2030""",konkrete Maßnahme,0.9274593591690063,0.8887839950621128,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.9274593591690063, 0.03867536410689354, 0.03386528417468071]","""Umstellung auf erneuerbare Energieträger an den bestehenden Produktionsstandorten bis 2030"""
BMWGroup,2023,"In der Entsprechenserklärung zum Deutschen Corporate Governance Kodex vom Dezember 2023 haben Vorstand und Aufsichtsrat bestätigt, den Empfehlungen des Kodex in der Fassung vom 28. April 2022 ohne Ausnahme entsprochen zu haben und diese auch künftig vollständig zu befolgen.",konkrete Maßnahme,0.7816678285598755,0.67036984115839,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.7816678285598755, 0.11129798740148544, 0.10703422874212265]","In der Entsprechenserklärung zum Deutschen Corporate Governance Kodex vom Dezember 2023 haben Vorstand und Aufsichtsrat bestätigt, den Empfehlungen de"
BMWGroup,2023,Auslieferungen vollelektrischer Automobile,unsicher,0.46173974871635437,0.09754210710525513,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.46173974871635437, 0.36419764161109924, 0.17406265437602997]",Auslieferungen vollelektrischer Automobile
BMWGroup,2023,CO2-Flottenwert,konkrete Maßnahme,0.6276905536651611,0.35444188117980957,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.6276905536651611, 0.27324867248535156, 0.0990607887506485]",CO2-Flottenwert
BMWGroup,2023,"""die Erhöhung der Frauenanteile auf den verschiedenen Ebenen""",unsicher,0.4809708297252655,0.14846211671829224,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.4809708297252655, 0.33250871300697327, 0.18652045726776123]","""die Erhöhung der Frauenanteile auf den verschiedenen Ebenen"""
BMWGroup,2023,CO2-Reduzierungsziele in der Lieferkette,konkrete Maßnahme,0.9951209425926208,0.9918754135724157,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9951209425926208, 0.00324552902020514, 0.0016335488762706518]",CO2-Reduzierungsziele in der Lieferkette
BMWGroup,2023,"Anregungen zur Vertiefung bestimmter Themen, wie etwa ...Kreislaufwirtschaft...",konkrete Maßnahme,0.8517717123031616,0.7244853228330612,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.8517717123031616, 0.1272863894701004, 0.020941903814673424]","Anregungen zur Vertiefung bestimmter Themen, wie etwa ...Kreislaufwirtschaft..."
BMWGroup,2023,"""Die Weiterentwicklung des Internen Kontrollsystems für die nichtfinanzielle Rechnungslegung im Hinblick auf nachhaltigkeitsbezogene Ziele verfolgen wir regelmäßig.""",konkrete Maßnahme,0.9508469104766846,0.9237116370350122,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.9508469104766846, 0.027135273441672325, 0.02201777510344982]","""Die Weiterentwicklung des Internen Kontrollsystems für die nichtfinanzielle Rechnungslegung im Hinblick auf nachhaltigkeitsbezogene Ziele verfolgen w"
BMWGroup,2023,"""Jeden Tag ein bisschen besser werden – das ist mein Anspruch an das Unternehmen und an mich selbst.""",konkrete Maßnahme,0.7977362871170044,0.6919659227132797,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.7977362871170044, 0.10577036440372467, 0.09649329632520676]","""Jeden Tag ein bisschen besser werden – das ist mein Anspruch an das Unternehmen und an mich selbst."""
BMWGroup,2023,"""Dazu machen wir die Mobilität ... nachhaltiger.""",konkrete Maßnahme,0.9724810123443604,0.9540860448032618,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9724810123443604, 0.018394967541098595, 0.009123971685767174]","""Dazu machen wir die Mobilität ... nachhaltiger."""
BMWGroup,2023,Vor 2030 sollen vollelektrische Fahrzeuge die Hälfte unserer weltweiten Auslieferungen ausmachen.,konkrete Maßnahme,0.6125994920730591,0.3587219715118408,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.6125994920730591, 0.25387752056121826, 0.13352303206920624]",Vor 2030 sollen vollelektrische Fahrzeuge die Hälfte unserer weltweiten Auslieferungen ausmachen.
BMWGroup,2023,Langfristig streben wir unverändert – das wissen Sie – unseren Zielkorridor von 8 bis 10% an.,konkrete Maßnahme,0.623132586479187,0.3925478011369705,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.623132586479187, 0.2305847853422165, 0.1462826132774353]",Langfristig streben wir unverändert – das wissen Sie – unseren Zielkorridor von 8 bis 10% an.
BMWGroup,2023,Unsere EBT-Marge im Jahr 2023 mit 11% über dem strategischen Ziel von 10%.,konkrete Maßnahme,0.5003759860992432,0.18663650751113892,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.5003759860992432, 0.31373947858810425, 0.185884490609169]",Unsere EBT-Marge im Jahr 2023 mit 11% über dem strategischen Ziel von 10%.
BMWGroup,2023,Ende 2024 werden wir dann bereits mehr als 15 vollelektrische Fahrzeugmodelle anbieten.,unsicher,0.49571138620376587,0.1258881390094757,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.49571138620376587, 0.36982324719429016, 0.13446533679962158]",Ende 2024 werden wir dann bereits mehr als 15 vollelektrische Fahrzeugmodelle anbieten.
BMWGroup,2023,Ihr Unternehmen unterschreitet den CO2-Flottenzielwert in der EU um 20%.,konkrete Maßnahme,0.5542881488800049,0.3095223158597946,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.5542881488800049, 0.24476583302021027, 0.20094600319862366]",Ihr Unternehmen unterschreitet den CO2-Flottenzielwert in der EU um 20%.
BMWGroup,2023,"Die BMW Group den im Berichtsjahr gültigen Grenzwert von 128,6 Gramm CO2/km deutlich um 26,5 Gramm CO2/km unterschreitet.",konkrete Maßnahme,0.5921022295951843,0.36338016390800476,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.5921022295951843, 0.22872206568717957, 0.17917568981647491]","Die BMW Group den im Berichtsjahr gültigen Grenzwert von 128,6 Gramm CO2/km deutlich um 26,5 Gramm CO2/km unterschreitet."
BMWGroup,2023,Wir wollen weiter profitabel wachsen,konkrete Maßnahme,0.667895495891571,0.44439686834812164,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.667895495891571, 0.2234986275434494, 0.10860588401556015]",Wir wollen weiter profitabel wachsen
BMWGroup,2023,"Kein Text, der ein Nachhaltigkeitsversprechen mit einem konkreten Ziel enthält, vorhanden.",vage Behauptung,0.9820100665092468,0.9723356552422047,"['vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme']","[0.9820100665092468, 0.00967441126704216, 0.008315467275679111]","Kein Text, der ein Nachhaltigkeitsversprechen mit einem konkreten Ziel enthält, vorhanden."
BMWGroup,2023,"Ab 2025 wird die NEUE KLASSE im ungarischen Debrecen produziert, ab 2026 auch in München.",unsicher,0.4295087456703186,0.04374691843986511,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.4295087456703186, 0.3857618272304535, 0.18472938239574432]","Ab 2025 wird die NEUE KLASSE im ungarischen Debrecen produziert, ab 2026 auch in München."
BMWGroup,2023,Ab 2027 fertigt das Münchner Werk nur noch E-Fahrzeuge.,unsicher,0.40759238600730896,0.02093726396560669,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.40759238600730896, 0.38665512204170227, 0.20575246214866638]",Ab 2027 fertigt das Münchner Werk nur noch E-Fahrzeuge.
BMWGroup,2023,"""nachhaltig produzierte Batteriezellen""",konkrete Maßnahme,0.5318982601165771,0.25160759687423706,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.5318982601165771, 0.2802906632423401, 0.18781109154224396]","""nachhaltig produzierte Batteriezellen"""
BMWGroup,2023,* Energiedichte wird um mehr als 20% erhöht,unsicher,0.477982759475708,0.13370466232299805,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.477982759475708, 0.34427809715270996, 0.17773911356925964]",* Energiedichte wird um mehr als 20% erhöht
BMWGroup,2023,* Ladegeschwindigkeit wird um bis zu 30% gesteigert,fragwürdige Nachhaltigkeitsaussage,0.5230315327644348,0.2140522003173828,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.5230315327644348, 0.308979332447052, 0.16798916459083557]",* Ladegeschwindigkeit wird um bis zu 30% gesteigert
BMWGroup,2023,* Reichweite wird um rund 30% vergrößert,unsicher,0.4337296485900879,0.04720836877822876,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.4337296485900879, 0.38652127981185913, 0.17974911630153656]",* Reichweite wird um rund 30% vergrößert
BMWGroup,2023,* CO2-Emissionen in der Zellproduktion werden um bis zu 60% gesenkt,konkrete Maßnahme,0.6852794289588928,0.5133620202541351,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.6852794289588928, 0.1719174087047577, 0.1428031623363495]",* CO2-Emissionen in der Zellproduktion werden um bis zu 60% gesenkt
BMWGroup,2023,"""alle mit einem rein elektrischen Herzen, voll digitalisiert und mit einem klaren Fokus auf Nachhaltigkeit.""",konkrete Maßnahme,0.9996194839477539,0.9993081359716598,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9996194839477539, 0.0003113479760941118, 6.920028681633994e-05]","""alle mit einem rein elektrischen Herzen, voll digitalisiert und mit einem klaren Fokus auf Nachhaltigkeit."""
BMWGroup,2023,— Pariser Klimaabkommen und Klimaneutralität der BMW Group — Erhöhte Transparenz bei Produktinformationen zu Nachhaltigkeitsindikatoren,konkrete Maßnahme,0.8415964245796204,0.752545639872551,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.8415964245796204, 0.0890507847070694, 0.06935281306505203]",— Pariser Klimaabkommen und Klimaneutralität der BMW Group — Erhöhte Transparenz bei Produktinformationen zu Nachhaltigkeitsindikatoren
BMWGroup,2023,"Die BMW Group sieht ihre Rolle darin, die Positionen des Unternehmens in den Meinungsbildungsprozess der Verbände einzubringen.",unsicher,0.48649194836616516,0.10239604115486145,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.48649194836616516, 0.3840959072113037, 0.12941206991672516]","Die BMW Group sieht ihre Rolle darin, die Positionen des Unternehmens in den Meinungsbildungsprozess der Verbände einzubringen."
BMWGroup,2023,CO2-Reduzierung mit Blick auf die Pariser Klimaziele,konkrete Maßnahme,0.984633207321167,0.9737906372174621,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.984633207321167, 0.01084257010370493, 0.004524271935224533]",CO2-Reduzierung mit Blick auf die Pariser Klimaziele
BMWGroup,2023,"das Ziel, die CO2-Emissionen bis 2050 zu neutralisieren.",konkrete Maßnahme,0.986574113368988,0.9782850118353963,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.986574113368988, 0.008289101533591747, 0.005136778112500906]","das Ziel, die CO2-Emissionen bis 2050 zu neutralisieren."
BMWGroup,2023,Die bisher vorgenommenen Investitionen in diesem Bereich beziehen sich neben dem Klimaschutz auch auf weitere von der UN festgelegte Ziele für nachhaltige Entwicklung (SDGs).,konkrete Maßnahme,0.9981217384338379,0.9970802603056654,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.9981217384338379, 0.0010414781281724572, 0.0008368511917069554]",Die bisher vorgenommenen Investitionen in diesem Bereich beziehen sich neben dem Klimaschutz auch auf weitere von der UN festgelegte Ziele für nachhal
BMWGroup,2023,"""Bei unseren Kapitalanlagen soll der Erfassungsbereich für die damit verbundenen CO2-Emissionen 2024 weiter ausgebaut werden.""",konkrete Maßnahme,0.8653532266616821,0.7905656695365906,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.8653532266616821, 0.07478755712509155, 0.059859201312065125]","""Bei unseren Kapitalanlagen soll der Erfassungsbereich für die damit verbundenen CO2-Emissionen 2024 weiter ausgebaut werden."""
BMWGroup,2023,"Es ist unser Ziel, die Vereinbarkeit unserer Kapitalanlagen mit den Pariser Klimazielen verlässlich bewerten und transparent dokumentieren zu können.",konkrete Maßnahme,0.9986016750335693,0.9974816095782444,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9986016750335693, 0.0011200654553249478, 0.0002782623050734401]","Es ist unser Ziel, die Vereinbarkeit unserer Kapitalanlagen mit den Pariser Klimazielen verlässlich bewerten und transparent dokumentieren zu können."
BMWGroup,2023,Unterstützung der Kunden bei einem nachhaltigen und klimafreundlichen Flottenmanagement.,konkrete Maßnahme,0.9650993347167969,0.9395180754363537,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9650993347167969, 0.02558125928044319, 0.009319363161921501]",Unterstützung der Kunden bei einem nachhaltigen und klimafreundlichen Flottenmanagement.
BMWGroup,2023,"Hochlauf der Elektromobilität bleibt für alle Länder eine wichtige Voraussetzung auf dem Weg zur Klimaneutralität, regional unterschiedliche Adaptionsgeschwindigkeiten sind hierbei auch weiterhin zu erwarten.",konkrete Maßnahme,0.996620237827301,0.9939386714249849,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.996620237827301, 0.0026815664023160934, 0.0006981634069234133]","Hochlauf der Elektromobilität bleibt für alle Länder eine wichtige Voraussetzung auf dem Weg zur Klimaneutralität, regional unterschiedliche Adaptions"
BMWGroup,2023,"Regierungen arbeiten weltweit daran, die Ziele des Pariser Klimaabkommens zur CO2-Reduzierung in nationale Gesetze zu übertragen.",konkrete Maßnahme,0.9699754118919373,0.9525362923741341,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9699754118919373, 0.017439119517803192, 0.01258548442274332]","Regierungen arbeiten weltweit daran, die Ziele des Pariser Klimaabkommens zur CO2-Reduzierung in nationale Gesetze zu übertragen."
BMWGroup,2023,"""die Rolle von Wasserstoff als Energieträger ändern, getrieben durch den globalen Dekarbonisierungsbedarf.""",konkrete Maßnahme,0.623108446598053,0.40671390295028687,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.623108446598053, 0.2163945436477661, 0.1604970097541809]","""die Rolle von Wasserstoff als Energieträger ändern, getrieben durch den globalen Dekarbonisierungsbedarf."""
BMWGroup,2023,"Kreislaufwirtschaft, Ressourceneffizienz und erneuerbare Energien",konkrete Maßnahme,0.9359490871429443,0.9029544144868851,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.9359490871429443, 0.032994672656059265, 0.031056225299835205]","Kreislaufwirtschaft, Ressourceneffizienz und erneuerbare Energien"
BMWGroup,2023,"""Im Übergang zu den konkreten Inhalten der BMW Group Strategie gestaltet der BMW Group Impact das langfristige strategische Zielbild des Unternehmens weiter aus und unterstreicht die Ambition, einen Beitrag zur gesamtgesellschaftlichen Weiterentwicklung zu leisten: ""We make individual mobility more human, intelligent and responsible – creating an inspiring future for all of us.""",konkrete Maßnahme,0.9965841174125671,0.9940104056149721,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9965841174125671, 0.002573711797595024, 0.0008421153179369867]","""Im Übergang zu den konkreten Inhalten der BMW Group Strategie gestaltet der BMW Group Impact das langfristige strategische Zielbild des Unternehmens "
BMWGroup,2023,"""Ziel ist es, Ökonomie, Ökologie und die Gesellschaft in Einklang zu bringen.""",konkrete Maßnahme,0.9935421347618103,0.9896752531640232,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9935421347618103, 0.003866881597787142, 0.0025910355616360903]","""Ziel ist es, Ökonomie, Ökologie und die Gesellschaft in Einklang zu bringen."""
BMWGroup,2023,"Die BMW Group verpflichtet sich, das Pariser Klimaabkommen zu erfüllen.",konkrete Maßnahme,0.9921512007713318,0.9871832844801247,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9921512007713318, 0.004967916291207075, 0.0028808305505663157]","Die BMW Group verpflichtet sich, das Pariser Klimaabkommen zu erfüllen."
BMWGroup,2023,"Die BMW Group hat sich zu diesem Zweck messbare, wissenschaftsbasierte und im Unternehmen fest verankerte Ziele bis 2030 gesetzt (Basisjahr je 2019). So sollen die CO2-Emissionen wie folgt reduziert werden: 1.",konkrete Maßnahme,0.9993138909339905,0.9989591226330958,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.9993138909339905, 0.00035476830089464784, 0.00033132691169157624]","Die BMW Group hat sich zu diesem Zweck messbare, wissenschaftsbasierte und im Unternehmen fest verankerte Ziele bis 2030 gesetzt (Basisjahr je 2019). "
BMWGroup,2023,CO2-Reduzierung um 80% in den eigenen Werken und Standorten (Scope 1 und 2) im Durchschnitt je produziertes Fahrzeug,konkrete Maßnahme,0.9993622899055481,0.9989523360854946,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9993622899055481, 0.000409953820053488, 0.00022772845113649964]",CO2-Reduzierung um 80% in den eigenen Werken und Standorten (Scope 1 und 2) im Durchschnitt je produziertes Fahrzeug
BMWGroup,2023,CO2-Emissionen an den Standorten,unsicher,0.43963852524757385,0.12758353352546692,"['vage Behauptung', 'konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage']","[0.43963852524757385, 0.31205499172210693, 0.2483065128326416]",CO2-Emissionen an den Standorten
BMWGroup,2023,CO2-Reduzierung in der Nutzungsphase des Fahrzeugs (Scope 3 downstream) im Durchschnitt um mehr als 50% je gefahrenen Kilometer.,konkrete Maßnahme,0.9789558053016663,0.9676031097769737,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.9789558053016663, 0.011352695524692535, 0.009691528044641018]",CO2-Reduzierung in der Nutzungsphase des Fahrzeugs (Scope 3 downstream) im Durchschnitt um mehr als 50% je gefahrenen Kilometer.
BMWGroup,2023,CO2-Reduzierung um mehr als 20%* in der Lieferkette (Scope 3 upstream) im Durchschnitt je produziertes Fahrzeug,konkrete Maßnahme,0.9728554487228394,0.9571537226438522,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.9728554487228394, 0.01570172607898712, 0.011442841030657291]",CO2-Reduzierung um mehr als 20%* in der Lieferkette (Scope 3 upstream) im Durchschnitt je produziertes Fahrzeug
BMWGroup,2023,Der Vorstand erhält und diskutiert jedes Quartal einen Statusbericht zur Nachhaltigkeit,konkrete Maßnahme,0.8040563464164734,0.6803885251283646,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.8040563464164734, 0.12366782128810883, 0.07227582484483719]",Der Vorstand erhält und diskutiert jedes Quartal einen Statusbericht zur Nachhaltigkeit
