company,year,text,label,score,score_diff,all_labels,all_scores,text_short
VolkswagenGroup,2023,* 94 % der Führungskräfte haben am Diversity Wins @ Volkswagen Programm teilgenommen.,konkrete Maßnahme,0.5967822670936584,0.28808146715164185,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.5967822670936584, 0.3087007999420166, 0.09451692551374435]",* 94 % der Führungskräfte haben am Diversity Wins @ Volkswagen Programm teilgenommen.
VolkswagenGroup,2023,"Unser Ziel ist es, die Natur und die Gesellschaft positiv mitzugestalten.",konkrete Maßnahme,0.9637060165405273,0.9339435752481222,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9637060165405273, 0.02976244129240513, 0.006531559396535158]","Unser Ziel ist es, die Natur und die Gesellschaft positiv mitzugestalten."
VolkswagenGroup,2023,"""klare Ziele, klare Verantwortung""",konkrete Maßnahme,0.8495441675186157,0.7628001198172569,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.8495441675186157, 0.0867440477013588, 0.06371168047189713]","""klare Ziele, klare Verantwortung"""
VolkswagenGroup,2023,"""setzen wir uns in der Nachhaltigkeit klare Ziele und Pläne – verbindlich und mit eindeutigen Verantwort lichkeiten.""",konkrete Maßnahme,0.9995973706245422,0.9992480034125037,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9995973706245422, 0.0003493672120384872, 5.3264178859535605e-05]","""setzen wir uns in der Nachhaltigkeit klare Ziele und Pläne – verbindlich und mit eindeutigen Verantwort lichkeiten."""
VolkswagenGroup,2023,"Unser Ziel ist es, die produktionsbedingten CO2-Emissionen von Pkw und leichten Nutzfahrzeugen bis 2030 um 50,4 Prozent im Vergleich zum Basisjahr 2018 zu reduzieren.",konkrete Maßnahme,0.9599155783653259,0.9368051793426275,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9599155783653259, 0.023110399022698402, 0.016974106431007385]","Unser Ziel ist es, die produktionsbedingten CO2-Emissionen von Pkw und leichten Nutzfahrzeugen bis 2030 um 50,4 Prozent im Vergleich zum Basisjahr 201"
VolkswagenGroup,2023,Die CO2-Emissionen in der Nutzungsphase (Scope 3) um 30 Prozent zu reduzieren,konkrete Maßnahme,0.9933851361274719,0.9898648569360375,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9933851361274719, 0.0035202791914343834, 0.0030945236794650555]",Die CO2-Emissionen in der Nutzungsphase (Scope 3) um 30 Prozent zu reduzieren
VolkswagenGroup,2023,"mit dazu beizutragen, die Erderwärmung auf 1,5 Grad Celsius zu begrenzen.",konkrete Maßnahme,0.9077385067939758,0.8415311053395271,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9077385067939758, 0.0662074014544487, 0.026054099202156067]","mit dazu beizutragen, die Erderwärmung auf 1,5 Grad Celsius zu begrenzen."
VolkswagenGroup,2023,* Eine Senkung des durchschnittlichen CO2-Ausstoßes pro Fahrzeug über den gesamten Lebenszyklus um 30 Prozent bis zum Jahr 2030 im Vergleich zu 2018,konkrete Maßnahme,0.8682916164398193,0.8020515516400337,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.8682916164398193, 0.06624006479978561, 0.06546834111213684]",* Eine Senkung des durchschnittlichen CO2-Ausstoßes pro Fahrzeug über den gesamten Lebenszyklus um 30 Prozent bis zum Jahr 2030 im Vergleich zu 2018
VolkswagenGroup,2023,* Bau von neuen Wind- und Solarparks in mehreren Regionen Europas bis 2025,konkrete Maßnahme,0.7679218649864197,0.5789979696273804,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.7679218649864197, 0.1889238953590393, 0.0431542843580246]",* Bau von neuen Wind- und Solarparks in mehreren Regionen Europas bis 2025
VolkswagenGroup,2023,Diese Veränderungen steuern und begleiten wir nachhaltig sozial im Sinne unserer Kolleginnen und Kollegen.,konkrete Maßnahme,0.9988793730735779,0.9979285214212723,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9988793730735779, 0.0009508516523055732, 0.0001698136911727488]",Diese Veränderungen steuern und begleiten wir nachhaltig sozial im Sinne unserer Kolleginnen und Kollegen.
VolkswagenGroup,2023,Beschäftigungssicherung bis 2029 in der Volkswagen AG,konkrete Maßnahme,0.5599536895751953,0.19771358370780945,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.5599536895751953, 0.36224010586738586, 0.07780621200799942]",Beschäftigungssicherung bis 2029 in der Volkswagen AG
VolkswagenGroup,2023,Schutz der Menschenrechte,fragwürdige Nachhaltigkeitsaussage,0.5310008525848389,0.18849560618400574,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.5310008525848389, 0.34250524640083313, 0.12649381160736084]",Schutz der Menschenrechte
VolkswagenGroup,2023,Minimierung umweltbezogener Risiken,konkrete Maßnahme,0.9365196228027344,0.8814726993441582,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9365196228027344, 0.0550469234585762, 0.008433479815721512]",Minimierung umweltbezogener Risiken
VolkswagenGroup,2023,"Bis zum Jahr 2025 möchte der Volkswagen Konzern die Inbetriebnahme von mehr als 40.000 Schnellladepunkten in China, Nordamerika und Europa ermöglichen.",unsicher,0.4755747318267822,0.10374718904495239,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.4755747318267822, 0.37182754278182983, 0.15259774029254913]","Bis zum Jahr 2025 möchte der Volkswagen Konzern die Inbetriebnahme von mehr als 40.000 Schnellladepunkten in China, Nordamerika und Europa ermöglichen"
VolkswagenGroup,2023,Wir wollen nachhaltige Mobilität für Generationen ermöglichen.,konkrete Maßnahme,0.9577131271362305,0.9305846635252237,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9577131271362305, 0.027128463611006737, 0.01515835989266634]",Wir wollen nachhaltige Mobilität für Generationen ermöglichen.
VolkswagenGroup,2023,Umweltentlastung Produktion (UEP),konkrete Maßnahme,0.9140610098838806,0.8702104277908802,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.9140610098838806, 0.04385058209300041, 0.042088404297828674]",Umweltentlastung Produktion (UEP)
VolkswagenGroup,2023,Dekarbo nisierungsindex (DKI),konkrete Maßnahme,0.5978752970695496,0.3875909894704819,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.5978752970695496, 0.2102843075990677, 0.19184035062789917]",Dekarbo nisierungsindex (DKI)
VolkswagenGroup,2023,Kreislaufwirtschaft,konkrete Maßnahme,0.9076723456382751,0.8409179523587227,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9076723456382751, 0.06675439327955246, 0.025573264807462692]",Kreislaufwirtschaft
VolkswagenGroup,2023,"Bilanzielle CO2-Neutralität wird erreicht, wenn anthropogene CO2-Emissionen weltweit durch die Vermeidung, Reduktion und Kompensation über einen spezifischen Zeitraum ausgeglichen werden.",konkrete Maßnahme,0.9995158910751343,0.999098603206221,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9995158910751343, 0.0004172878689132631, 6.68028078507632e-05]","Bilanzielle CO2-Neutralität wird erreicht, wenn anthropogene CO2-Emissionen weltweit durch die Vermeidung, Reduktion und Kompensation über einen spezi"
VolkswagenGroup,2023,priorisiert dabei die nachhaltige Wertschöpfung über dem Volumenwachstum.,konkrete Maßnahme,0.9953027367591858,0.9920787292066962,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9953027367591858, 0.0032240075524896383, 0.001473178039304912]",priorisiert dabei die nachhaltige Wertschöpfung über dem Volumenwachstum.
VolkswagenGroup,2023,"Eine nachhaltige Lieferkette und umweltverträgliche Transporte sind wichtig, um Verantwortung für Menschenrechte, Umweltschutz und Anti-Korruption umfassend wahrzunehmen.",konkrete Maßnahme,0.9806885719299316,0.965870133601129,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9806885719299316, 0.014818438328802586, 0.0044929650612175465]","Eine nachhaltige Lieferkette und umweltverträgliche Transporte sind wichtig, um Verantwortung für Menschenrechte, Umweltschutz und Anti-Korruption umf"
VolkswagenGroup,2023,"Verwertung Neben der Verwertung der Fahrzeuge am Ende ihrer Lebensdauer achten wir bereits bei der Entwicklung neuer Fahrzeuge auf die Recyclingfähigkeit der benötigten Werkstoffe, die Verwendung von qualitativ hochwertigem Recyclingmaterial und die Vermeidung von Schadstoffen.",konkrete Maßnahme,0.9514201879501343,0.9146240763366222,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9514201879501343, 0.03679611161351204, 0.011783737689256668]",Verwertung Neben der Verwertung der Fahrzeuge am Ende ihrer Lebensdauer achten wir bereits bei der Entwicklung neuer Fahrzeuge auf die Recyclingfähigk
VolkswagenGroup,2023,"""Demnach erwarten wir, dass der Markt für Elektrofahrzeuge in den nächsten Jahren weiter wachsen wird, weshalb die kosteneffiziente und nachhaltige Produktion von Batteriesystemen und der Ausbau der Ladeinfrastruktur erfolgsentscheidend sein werden.""",konkrete Maßnahme,0.9862331748008728,0.9792690784670413,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.9862331748008728, 0.006964096333831549, 0.00680277356877923]","""Demnach erwarten wir, dass der Markt für Elektrofahrzeuge in den nächsten Jahren weiter wachsen wird, weshalb die kosteneffiziente und nachhaltige Pr"
VolkswagenGroup,2023,"""Das autonome Fahren wird das Mobilitätserlebnis der Kunden nachhaltig verändern...""",konkrete Maßnahme,0.9060863256454468,0.8538327999413013,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.9060863256454468, 0.05225352570414543, 0.041660141199827194]","""Das autonome Fahren wird das Mobilitätserlebnis der Kunden nachhaltig verändern..."""
VolkswagenGroup,2023,"""ein weltweit führender Anbieter nachhaltiger Mobilität zu sein""",konkrete Maßnahme,0.8962177634239197,0.8249847069382668,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.8962177634239197, 0.07123305648565292, 0.03254923224449158]","""ein weltweit führender Anbieter nachhaltiger Mobilität zu sein"""
VolkswagenGroup,2023,Eine zukunftsorientierte Mechatronikplattform soll ... die nachhaltige Wettbewerbsfähigkeit bei Volkswagen bilden.,konkrete Maßnahme,0.99028080701828,0.9841158143244684,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.99028080701828, 0.006164992693811655, 0.00355411390773952]",Eine zukunftsorientierte Mechatronikplattform soll ... die nachhaltige Wettbewerbsfähigkeit bei Volkswagen bilden.
VolkswagenGroup,2023,Unternehmens-DNA | Dekarbonisierung,konkrete Maßnahme,0.9777011275291443,0.9644065983593464,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9777011275291443, 0.013294529169797897, 0.009004316292703152]",Unternehmens-DNA | Dekarbonisierung
VolkswagenGroup,2023,wir wollen uns zu einem profitablen Experten entlang des gesamten Batterielebenszyklus entwickeln.,konkrete Maßnahme,0.9755725264549255,0.9562145881354809,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9755725264549255, 0.019357938319444656, 0.005069584585726261]",wir wollen uns zu einem profitablen Experten entlang des gesamten Batterielebenszyklus entwickeln.
VolkswagenGroup,2023,Unser vorrangiges Ziel ist es... bis zum Jahr 2030 in bis zu 80 % der Konzernmodelle zum Ein satz kommen soll.,konkrete Maßnahme,0.7571898102760315,0.6243187040090561,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.7571898102760315, 0.1328711062669754, 0.1099390834569931]",Unser vorrangiges Ziel ist es... bis zum Jahr 2030 in bis zu 80 % der Konzernmodelle zum Ein satz kommen soll.
VolkswagenGroup,2023,"""bis 2030 etwa zur Hälfte""",konkrete Maßnahme,0.5573777556419373,0.3321767896413803,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.5573777556419373, 0.22520096600055695, 0.217421293258667]","""bis 2030 etwa zur Hälfte"""
VolkswagenGroup,2023,"Bis zum Jahr 2025 sind gemeinsam mit Partnern rund 45.000 Schnellladepunkte (HPC – High-Power-ChargingPunkte) in Europa, China und den USA geplant.",konkrete Maßnahme,0.5132192969322205,0.11972036957740784,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.5132192969322205, 0.3934989273548126, 0.09328179806470871]","Bis zum Jahr 2025 sind gemeinsam mit Partnern rund 45.000 Schnellladepunkte (HPC – High-Power-ChargingPunkte) in Europa, China und den USA geplant."
VolkswagenGroup,2023,"Ladevorgänge sollen dann gezielt so gesteuert werden, dass erneuerbare Energien geladen und Stromnetze entlastet werden können.",konkrete Maßnahme,0.9994019865989685,0.9990913137153257,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9994019865989685, 0.0003106728836428374, 0.00028732544160448015]","Ladevorgänge sollen dann gezielt so gesteuert werden, dass erneuerbare Energien geladen und Stromnetze entlastet werden können."
VolkswagenGroup,2023,"Volkswagen will...zu einem aktiven Teil des Energiesystems werden können, um so zu einer dekarbonisierten Mobilität beizutragen.",konkrete Maßnahme,0.9794133305549622,0.9651114493608475,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9794133305549622, 0.014301881194114685, 0.006284746341407299]","Volkswagen will...zu einem aktiven Teil des Energiesystems werden können, um so zu einer dekarbonisierten Mobilität beizutragen."
VolkswagenGroup,2023,Decarbonization,konkrete Maßnahme,0.5876646041870117,0.22018271684646606,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.5876646041870117, 0.36748188734054565, 0.044853534549474716]",Decarbonization
VolkswagenGroup,2023,"Dekarbonisierung, Kreislaufwirtschaft",konkrete Maßnahme,0.9550476670265198,0.9169991910457611,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9550476670265198, 0.03804847598075867, 0.006903812289237976]","Dekarbonisierung, Kreislaufwirtschaft"
VolkswagenGroup,2023,"Wir bekennen uns zum Pariser Klimaschutzabkommen und richten unsere Aktivitäten am 1,5-Grad-Ziel aus. Bis 2050 beabsichtigen wir, ein bilanziell CO2-neutrales Unternehmen zu sein.",konkrete Maßnahme,0.9988735914230347,0.9978045263560489,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9988735914230347, 0.001069065066985786, 5.732624777010642e-05]","Wir bekennen uns zum Pariser Klimaschutzabkommen und richten unsere Aktivitäten am 1,5-Grad-Ziel aus. Bis 2050 beabsichtigen wir, ein bilanziell CO2-n"
VolkswagenGroup,2023,"Außerdem haben wir uns zum Ziel gesetzt, eine CO2-Reduktion von Pkw und leichten Nutzfahrzeugen über den gesamten Lebenszyklus von 30 % in 2030 im Vergleich zu 2018 zu erreichen.",konkrete Maßnahme,0.9984376430511475,0.9975956075941212,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9984376430511475, 0.0008420354570262134, 0.000720231095328927]","Außerdem haben wir uns zum Ziel gesetzt, eine CO2-Reduktion von Pkw und leichten Nutzfahrzeugen über den gesamten Lebenszyklus von 30 % in 2030 im Ver"
VolkswagenGroup,2023,den Anteil der Nutzung von erneuerbaren Energien in der Produktentstehung zu erhöhen,konkrete Maßnahme,0.7743675112724304,0.6221830397844315,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.7743675112724304, 0.15218447148799896, 0.07344801723957062]",den Anteil der Nutzung von erneuerbaren Energien in der Produktentstehung zu erhöhen
VolkswagenGroup,2023,den Anteil an kreislauffähigen Materialien in unseren Fahrzeugen zu erhöhen,konkrete Maßnahme,0.7032995223999023,0.5383585691452026,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.7032995223999023, 0.1649409532546997, 0.13175947964191437]",den Anteil an kreislauffähigen Materialien in unseren Fahrzeugen zu erhöhen
VolkswagenGroup,2023,Das Management des Konzerns soll daher bis 2025 mindestens zu einem Fünftel aus Frauen und mindestens zu einem Viertel aus internationalen Managern bestehen.,unsicher,0.4773597717285156,0.1855556070804596,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.4773597717285156, 0.29180416464805603, 0.23083610832691193]",Das Management des Konzerns soll daher bis 2025 mindestens zu einem Fünftel aus Frauen und mindestens zu einem Viertel aus internationalen Managern be
VolkswagenGroup,2023,Die dafür benötigte Schlüsseltechnologie soll bis 2030 in einem Großteil der plattformbasierten Fahrzeuge integriert sein.,konkrete Maßnahme,0.7168868184089661,0.4910879582166672,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.7168868184089661, 0.2257988601922989, 0.05731433257460594]",Die dafür benötigte Schlüsseltechnologie soll bis 2030 in einem Großteil der plattformbasierten Fahrzeuge integriert sein.
VolkswagenGroup,2023,Bis 2030 soll Nordamerika zur dritten Kernregion neben Europa und China werden.,konkrete Maßnahme,0.5496610999107361,0.29800790548324585,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.5496610999107361, 0.25165319442749023, 0.1986856460571289]",Bis 2030 soll Nordamerika zur dritten Kernregion neben Europa und China werden.
VolkswagenGroup,2023,Wir wollen unser konzernweites Angebot an vollelektrischen Modellen massiv ausbauen,konkrete Maßnahme,0.5881532430648804,0.26270920038223267,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.5881532430648804, 0.3254440426826477, 0.08640268445014954]",Wir wollen unser konzernweites Angebot an vollelektrischen Modellen massiv ausbauen
VolkswagenGroup,2023,Der Anteil batterieelektrischer Fahrzeuge an unseren Verkäufen in den USA und Kanada soll bis 2030 auf 55 % steigen.,konkrete Maßnahme,0.5467334985733032,0.2838950753211975,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.5467334985733032, 0.2628384232521057, 0.1904279738664627]",Der Anteil batterieelektrischer Fahrzeuge an unseren Verkäufen in den USA und Kanada soll bis 2030 auf 55 % steigen.
VolkswagenGroup,2023,nachhaltige Reduzierung von Kosten zur langfristigen Absicherung der Profitabilität,konkrete Maßnahme,0.9943566918373108,0.9913836193736643,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9943566918373108, 0.002973072463646531, 0.002670255256816745]",nachhaltige Reduzierung von Kosten zur langfristigen Absicherung der Profitabilität
VolkswagenGroup,2023,"Unser Ziel ist es, im Jahr 2030 in China eine führende Rolle als internationaler Mobilitätsanbieter und als Hersteller von vollvernetzten Fahrzeugen einzunehmen.",konkrete Maßnahme,0.8171424269676208,0.6873456686735153,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.8171424269676208, 0.12979675829410553, 0.053060807287693024]","Unser Ziel ist es, im Jahr 2030 in China eine führende Rolle als internationaler Mobilitätsanbieter und als Hersteller von vollvernetzten Fahrzeugen e"
VolkswagenGroup,2023,"""ein starkes, nachhaltiges und sozialverantwortliches Unternehmensumfeld schaffen""",konkrete Maßnahme,0.9164258241653442,0.8553281798958778,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.9164258241653442, 0.0610976442694664, 0.022476566955447197]","""ein starkes, nachhaltiges und sozialverantwortliches Unternehmensumfeld schaffen"""
VolkswagenGroup,2023,* ...seine Fixkostenstruktur zu optimieren,konkrete Maßnahme,0.534376323223114,0.2346183955669403,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.534376323223114, 0.2997579276561737, 0.1658657044172287]",* ...seine Fixkostenstruktur zu optimieren
VolkswagenGroup,2023,* ...die Produktivität der Werke zu optimieren,konkrete Maßnahme,0.5499996542930603,0.2742514908313751,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.5499996542930603, 0.2757481634616852, 0.1742522120475769]",* ...die Produktivität der Werke zu optimieren
VolkswagenGroup,2023,* ...die Kosten der Beschaffung zu optimieren,unsicher,0.45402616262435913,0.1202276349067688,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.45402616262435913, 0.33379852771759033, 0.21217526495456696]",* ...die Kosten der Beschaffung zu optimieren
VolkswagenGroup,2023,* ...die Vertriebskosten zu optimieren,unsicher,0.44681209325790405,0.06945472955703735,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.44681209325790405, 0.3773573637008667, 0.17583057284355164]",* ...die Vertriebskosten zu optimieren
VolkswagenGroup,2023,* ...das Working-Capital-Management zu optimieren,konkrete Maßnahme,0.5146930813789368,0.2079554796218872,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.5146930813789368, 0.30673760175704956, 0.17856934666633606]",* ...das Working-Capital-Management zu optimieren
VolkswagenGroup,2023,"Operative Umsatzrendite 8,1 % 9 bis 11 %",unsicher,0.4582326114177704,0.032777994871139526,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.4582326114177704, 0.42545461654663086, 0.11631280928850174]","Operative Umsatzrendite 8,1 % 9 bis 11 %"
